Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,confirmed,Confirmed
782,09-04-2020,5:00 PM,Himachal Pradesh,-,-,2,1,18,38715
783,09-04-2020,5:00 PM,Jammu and Kashmir,-,-,4,4,158,38873
784,09-04-2020,5:00 PM,Jharkhand,-,-,0,0,13,38886
785,09-04-2020,5:00 PM,Karnataka,-,-,28,5,181,39067
786,09-04-2020,5:00 PM,Kerala,-,-,83,2,345,39412
787,09-04-2020,5:00 PM,Ladakh,-,-,10,0,14,39426
788,09-04-2020,5:00 PM,Madhya Pradesh,-,-,0,16,259,39685
789,09-04-2020,5:00 PM,Maharashtra,-,-,117,72,1135,40820
790,09-04-2020,5:00 PM,Manipur,-,-,1,0,2,40822
791,09-04-2020,5:00 PM,Mizoram,-,-,0,0,1,40823
792,09-04-2020,5:00 PM,Odisha,-,-,2,1,42,40865
793,09-04-2020,5:00 PM,Puducherry,-,-,1,0,5,40870
794,09-04-2020,5:00 PM,Punjab,-,-,4,8,101,40971
795,09-04-2020,5:00 PM,Rajasthan,-,-,21,3,383,41354
796,09-04-2020,5:00 PM,Tamil Nadu,-,-,21,8,738,42092
797,09-04-2020,5:00 PM,Telengana,-,-,35,7,442,42534
798,09-04-2020,5:00 PM,Tripura,-,-,0,0,1,42535
799,09-04-2020,5:00 PM,Uttarakhand,-,-,5,0,35,42570
800,09-04-2020,5:00 PM,Uttar Pradesh,-,-,31,4,410,42980
801,09-04-2020,5:00 PM,West Bengal,-,-,16,5,103,43083
802,10-04-2020,5:00 PM,Andhra Pradesh,-,-,7,6,363,43446
803,10-04-2020,5:00 PM,Andaman and Nicobar Islands,-,-,0,0,11,43457
804,10-04-2020,5:00 PM,Arunachal Pradesh,-,-,0,0,1,43458
805,10-04-2020,5:00 PM,Assam,-,-,0,0,29,43487
806,10-04-2020,5:00 PM,Bihar,-,-,0,1,60,43547
807,10-04-2020,5:00 PM,Chandigarh,-,-,7,0,18,43565
808,10-04-2020,5:00 PM,Chhattisgarh,-,-,9,0,10,43575
809,10-04-2020,5:00 PM,Delhi,-,-,25,13,898,44473
810,10-04-2020,5:00 PM,Goa,-,-,1,0,7,44480
811,10-04-2020,5:00 PM,Gujarat,-,-,26,17,241,44721
812,10-04-2020,5:00 PM,Haryana,-,-,29,3,169,44890
813,10-04-2020,5:00 PM,Himachal Pradesh,-,-,6,1,28,44918
814,10-04-2020,5:00 PM,Jammu and Kashmir,-,-,6,4,184,45102
815,10-04-2020,5:00 PM,Jharkhand,-,-,0,1,13,45115
816,10-04-2020,5:00 PM,Karnataka,-,-,30,6,197,45312
817,10-04-2020,5:00 PM,Kerala,-,-,96,2,357,45669
818,10-04-2020,5:00 PM,Ladakh,-,-,10,0,15,45684
819,10-04-2020,5:00 PM,Madhya Pradesh,-,-,0,16,259,45943
820,10-04-2020,5:00 PM,Maharashtra,-,-,125,97,1364,47307
821,10-04-2020,5:00 PM,Manipur,-,-,1,0,2,47309
822,10-04-2020,5:00 PM,Mizoram,-,-,0,0,1,47310
823,10-04-2020,5:00 PM,Odisha,-,-,2,1,44,47354
824,10-04-2020,5:00 PM,Puducherry,-,-,1,0,5,47359
825,10-04-2020,5:00 PM,Punjab,-,-,5,11,132,47491
826,10-04-2020,5:00 PM,Rajasthan,-,-,21,3,463,47954
827,10-04-2020,5:00 PM,Tamil Nadu,-,-,21,8,834,48788
828,10-04-2020,5:00 PM,Telengana,-,-,35,7,473,49261
829,10-04-2020,5:00 PM,Tripura,-,-,0,0,1,49262
830,10-04-2020,5:00 PM,Uttarakhand,-,-,5,0,35,49297
831,10-04-2020,5:00 PM,Uttar Pradesh,-,-,32,4,431,49728
832,10-04-2020,5:00 PM,West Bengal,-,-,16,5,116,49844
833,11-04-2020,5:00 PM,Andhra Pradesh,-,-,11,6,381,50225
834,11-04-2020,5:00 PM,Andaman and Nicobar Islands,-,-,0,0,11,50236
835,11-04-2020,5:00 PM,Arunachal Pradesh,-,-,0,0,1,50237
836,11-04-2020,5:00 PM,Assam,-,-,0,1,29,50266
837,11-04-2020,5:00 PM,Bihar,-,-,0,1,60,50326
838,11-04-2020,5:00 PM,Chandigarh,-,-,7,0,18,50344
839,11-04-2020,5:00 PM,Chhattisgarh,-,-,9,0,18,50362
840,11-04-2020,5:00 PM,Delhi,-,-,25,14,903,51265
841,11-04-2020,5:00 PM,Goa,-,-,1,0,7,51272
842,11-04-2020,5:00 PM,Gujarat,-,-,31,19,308,51580
843,11-04-2020,5:00 PM,Haryana,-,-,29,3,177,51757
844,11-04-2020,5:00 PM,Himachal Pradesh,-,-,6,1,28,51785
845,11-04-2020,5:00 PM,Jammu and Kashmir,-,-,6,4,207,51992
846,11-04-2020,5:00 PM,Jharkhand,-,-,0,1,17,52009
847,11-04-2020,5:00 PM,Karnataka,-,-,37,6,214,52223
848,11-04-2020,5:00 PM,Kerala,-,-,123,2,364,52587
849,11-04-2020,5:00 PM,Ladakh,-,-,10,0,15,52602
850,11-04-2020,5:00 PM,Madhya Pradesh,-,-,0,33,443,53045
851,11-04-2020,5:00 PM,Maharashtra,-,-,188,110,1574,54619
852,11-04-2020,5:00 PM,Manipur,-,-,1,0,2,54621
853,11-04-2020,5:00 PM,Mizoram,-,-,0,0,1,54622
854,11-04-2020,5:00 PM,Odisha,-,-,2,1,48,54670
855,11-04-2020,5:00 PM,Puducherry,-,-,1,0,7,54677
856,11-04-2020,5:00 PM,Punjab,-,-,5,11,132,54809
857,11-04-2020,5:00 PM,Rajasthan,-,-,21,3,553,55362
858,11-04-2020,5:00 PM,Tamil Nadu,-,-,44,8,911,56273
859,11-04-2020,5:00 PM,Telengana,-,-,43,9,504,56777
860,11-04-2020,5:00 PM,Tripura,-,-,0,0,2,56779
861,11-04-2020,5:00 PM,Uttarakhand,-,-,5,0,35,56814
862,11-04-2020,5:00 PM,Uttar Pradesh,-,-,32,4,433,57247
863,11-04-2020,5:00 PM,West Bengal,-,-,16,5,126,57373
864,12-04-2020,5:00 PM,Andhra Pradesh,-,-,11,6,381,57754
865,12-04-2020,5:00 PM,Andaman and Nicobar Islands,-,-,10,0,11,57765
866,12-04-2020,5:00 PM,Arunachal Pradesh,-,-,0,0,1,57766
867,12-04-2020,5:00 PM,Assam,-,-,0,1,29,57795
868,12-04-2020,5:00 PM,Bihar,-,-,19,1,64,57859
869,12-04-2020,5:00 PM,Chandigarh,-,-,7,0,19,57878
870,12-04-2020,5:00 PM,Chhattisgarh,-,-,10,0,25,57903
871,12-04-2020,5:00 PM,Delhi,-,-,25,19,1069,58972
872,12-04-2020,5:00 PM,Goa,-,-,5,0,7,58979
873,12-04-2020,5:00 PM,Gujarat,-,-,44,22,432,59411
874,12-04-2020,5:00 PM,Haryana,-,-,29,3,185,59596
875,12-04-2020,5:00 PM,Himachal Pradesh,-,-,6,1,32,59628
876,12-04-2020,5:00 PM,Jammu and Kashmir,-,-,6,4,224,59852
877,12-04-2020,5:00 PM,Jharkhand,-,-,0,1,17,59869
878,12-04-2020,5:00 PM,Karnataka,-,-,37,6,226,60095
879,12-04-2020,5:00 PM,Kerala,-,-,142,2,374,60469
880,12-04-2020,5:00 PM,Ladakh,-,-,10,0,15,60484
881,12-04-2020,5:00 PM,Madhya Pradesh,-,-,0,36,564,61048
882,12-04-2020,5:00 PM,Maharashtra,-,-,208,127,1761,62809
883,12-04-2020,5:00 PM,Manipur,-,-,1,0,2,62811
884,12-04-2020,5:00 PM,Mizoram,-,-,0,0,1,62812
885,12-04-2020,5:00 PM,Odisha,-,-,12,1,54,62866
886,12-04-2020,5:00 PM,Puducherry,-,-,1,0,7,62873
887,12-04-2020,5:00 PM,Punjab,-,-,5,11,151,63024
888,12-04-2020,5:00 PM,Rajasthan,-,-,21,3,700,63724
889,12-04-2020,5:00 PM,Tamil Nadu,-,-,44,10,969,64693
890,12-04-2020,5:00 PM,Telengana,-,-,43,9,504,65197
891,12-04-2020,5:00 PM,Tripura,-,-,0,0,2,65199
892,12-04-2020,5:00 PM,Uttarakhand,-,-,5,0,35,65234
893,12-04-2020,5:00 PM,Uttar Pradesh,-,-,45,5,452,65686
894,12-04-2020,5:00 PM,West Bengal,-,-,19,5,134,65820
895,13-04-2020,5:00 PM,Andhra Pradesh,-,-,11,7,432,66252
896,13-04-2020,5:00 PM,Andaman and Nicobar Islands,-,-,10,0,11,66263
897,13-04-2020,5:00 PM,Arunachal Pradesh,-,-,0,0,1,66264
898,13-04-2020,5:00 PM,Assam,-,-,0,1,31,66295
899,13-04-2020,5:00 PM,Bihar,-,-,26,1,64,66359
900,13-04-2020,5:00 PM,Chandigarh,-,-,7,0,21,66380
901,13-04-2020,5:00 PM,Chhattisgarh,-,-,10,0,31,66411
902,13-04-2020,5:00 PM,Delhi,-,-,27,24,1154,67565
903,13-04-2020,5:00 PM,Goa,-,-,5,0,7,67572
904,13-04-2020,5:00 PM,Gujarat,-,-,47,26,539,68111
905,13-04-2020,5:00 PM,Haryana,-,-,29,3,185,68296
906,13-04-2020,5:00 PM,Himachal Pradesh,-,-,13,1,32,68328
907,13-04-2020,5:00 PM,Jammu and Kashmir,-,-,6,4,245,68573
908,13-04-2020,5:00 PM,Jharkhand,-,-,0,2,19,68592
909,13-04-2020,5:00 PM,Karnataka,-,-,59,6,247,68839
910,13-04-2020,5:00 PM,Kerala,-,-,179,3,376,69215
911,13-04-2020,5:00 PM,Ladakh,-,-,10,0,15,69230
912,13-04-2020,5:00 PM,Madhya Pradesh,-,-,44,43,604,69834
913,13-04-2020,5:00 PM,Maharashtra,-,-,217,149,1985,71819
914,13-04-2020,5:00 PM,Manipur,-,-,1,0,2,71821
915,13-04-2020,5:00 PM,Mizoram,-,-,0,0,1,71822
916,13-04-2020,5:00 PM,Nagaland,-,-,0,0,1,71823
917,13-04-2020,5:00 PM,Odisha,-,-,12,1,54,71877
918,13-04-2020,5:00 PM,Puducherry,-,-,1,0,7,71884
919,13-04-2020,5:00 PM,Punjab,-,-,14,11,167,72051
920,13-04-2020,5:00 PM,Rajasthan,-,-,21,3,812,72863
921,13-04-2020,5:00 PM,Tamil Nadu,-,-,50,11,1075,73938
922,13-04-2020,5:00 PM,Telengana,-,-,100,16,562,74500
923,13-04-2020,5:00 PM,Tripura,-,-,0,0,2,74502
924,13-04-2020,5:00 PM,Uttarakhand,-,-,5,0,35,74537
925,13-04-2020,5:00 PM,Uttar Pradesh,-,-,47,5,483,75020
926,13-04-2020,5:00 PM,West Bengal,-,-,29,7,152,75172
927,14-04-2020,5:00 PM,Andhra Pradesh,-,-,14,9,473,75645
928,14-04-2020,5:00 PM,Andaman and Nicobar Islands,-,-,10,0,11,75656
929,14-04-2020,5:00 PM,Arunachal Pradesh,-,-,0,0,1,75657
930,14-04-2020,5:00 PM,Assam,-,-,0,1,31,75688
931,14-04-2020,5:00 PM,Bihar,-,-,26,1,66,75754
932,14-04-2020,5:00 PM,Chandigarh,-,-,7,0,21,75775
933,14-04-2020,5:00 PM,Chhattisgarh,-,-,10,0,31,75806
934,14-04-2020,5:00 PM,Delhi,-,-,30,28,1510,77316
935,14-04-2020,5:00 PM,Goa,-,-,5,0,7,77323
936,14-04-2020,5:00 PM,Gujarat,-,-,55,26,617,77940
937,14-04-2020,5:00 PM,Haryana,-,-,34,3,199,78139
938,14-04-2020,5:00 PM,Himachal Pradesh,-,-,13,1,32,78171
939,14-04-2020,5:00 PM,Jammu and Kashmir,-,-,16,4,270,78441
940,14-04-2020,5:00 PM,Jharkhand,-,-,0,2,24,78465
941,14-04-2020,5:00 PM,Karnataka,-,-,65,9,258,78723
942,14-04-2020,5:00 PM,Kerala,-,-,198,3,379,79102
943,14-04-2020,5:00 PM,Ladakh,-,-,10,0,15,79117
944,14-04-2020,5:00 PM,Madhya Pradesh,-,-,51,50,730,79847
945,14-04-2020,5:00 PM,Maharashtra,-,-,229,160,2337,82184
946,14-04-2020,5:00 PM,Manipur,-,-,1,0,2,82186
947,14-04-2020,5:00 PM,Meghalaya,-,-,0,0,1,82187
948,14-04-2020,5:00 PM,Mizoram,-,-,0,0,1,82188
949,14-04-2020,5:00 PM,Nagaland,-,-,0,0,1,82189
950,14-04-2020,5:00 PM,Odisha,-,-,18,1,55,82244
951,14-04-2020,5:00 PM,Puducherry,-,-,1,0,7,82251
952,14-04-2020,5:00 PM,Punjab,-,-,14,12,176,82427
953,14-04-2020,5:00 PM,Rajasthan,-,-,133,3,879,83306
954,14-04-2020,5:00 PM,Tamil Nadu,-,-,58,11,1173,84479
955,14-04-2020,5:00 PM,Telengana,-,-,100,17,624,85103
956,14-04-2020,5:00 PM,Tripura,-,-,0,0,2,85105
957,14-04-2020,5:00 PM,Uttarakhand,-,-,7,0,35,85140
958,14-04-2020,5:00 PM,Uttar Pradesh,-,-,49,5,657,85797
959,14-04-2020,5:00 PM,West Bengal,-,-,36,7,190,85987
960,15-04-2020,5:00 PM,Andaman and Nicobar Islands,-,-,10,0,11,85998
961,15-04-2020,5:00 PM,Andhra Pradesh,-,-,16,9,503,86501
962,15-04-2020,5:00 PM,Arunachal Pradesh,-,-,0,0,1,86502
963,15-04-2020,5:00 PM,Assam,-,-,0,1,33,86535
964,15-04-2020,5:00 PM,Bihar,-,-,29,1,70,86605
965,15-04-2020,5:00 PM,Chandigarh,-,-,7,0,21,86626
966,15-04-2020,5:00 PM,Chhattisgarh,-,-,13,0,33,86659
967,15-04-2020,5:00 PM,Delhi,-,-,30,30,1561,88220
968,15-04-2020,5:00 PM,Goa,-,-,5,0,7,88227
969,15-04-2020,5:00 PM,Gujarat,-,-,59,30,695,88922
970,15-04-2020,5:00 PM,Haryana,-,-,34,3,199,89121
971,15-04-2020,5:00 PM,Himachal Pradesh,-,-,13,1,33,89154
972,15-04-2020,5:00 PM,Jammu and Kashmir,-,-,30,4,278,89432
973,15-04-2020,5:00 PM,Jharkhand,-,-,0,2,27,89459
974,15-04-2020,5:00 PM,Karnataka,-,-,75,11,277,89736
975,15-04-2020,5:00 PM,Kerala,-,-,211,3,387,90123
976,15-04-2020,5:00 PM,Ladakh,-,-,10,0,17,90140
977,15-04-2020,5:00 PM,Madhya Pradesh,-,-,64,53,987,91127
978,15-04-2020,5:00 PM,Maharashtra,-,-,259,178,2687,93814
979,15-04-2020,5:00 PM,Manipur,-,-,1,0,2,93816
980,15-04-2020,5:00 PM,Meghalaya,-,-,0,1,7,93823
981,15-04-2020,5:00 PM,Mizoram,-,-,0,0,1,93824
982,15-04-2020,5:00 PM,Nagaland#,-,-,0,0,0,93824
983,15-04-2020,5:00 PM,Odisha,-,-,18,1,60,93884
984,15-04-2020,5:00 PM,Puducherry,-,-,1,0,7,93891
985,15-04-2020,5:00 PM,Punjab,-,-,14,13,186,94077
986,15-04-2020,5:00 PM,Rajasthan,-,-,147,3,1005,95082
987,15-04-2020,5:00 PM,Tamil Nadu,-,-,81,12,1204,96286
988,15-04-2020,5:00 PM,Telengana,-,-,120,18,647,96933
989,15-04-2020,5:00 PM,Tripura,-,-,0,0,2,96935
990,15-04-2020,5:00 PM,Uttarakhand,-,-,9,0,37,96972
991,15-04-2020,5:00 PM,Uttar Pradesh,-,-,51,11,735,97707
992,15-04-2020,5:00 PM,West Bengal,-,-,37,7,213,97920
993,16-04-2020,5:00 PM,Andaman and Nicobar Islands,-,-,10,0,11,97931
994,16-04-2020,5:00 PM,Andhra Pradesh,-,-,20,14,534,98465
995,16-04-2020,5:00 PM,Arunachal Pradesh,-,-,0,0,1,98466
996,16-04-2020,5:00 PM,Assam,-,-,5,1,33,98499
997,16-04-2020,5:00 PM,Bihar,-,-,29,1,74,98573
998,16-04-2020,5:00 PM,Chandigarh,-,-,7,0,21,98594
999,16-04-2020,5:00 PM,Chhattisgarh,-,-,17,0,33,98627
1000,16-04-2020,5:00 PM,Delhi,-,-,42,32,1578,100205
1001,16-04-2020,5:00 PM,Goa,-,-,5,0,7,100212
1002,16-04-2020,5:00 PM,Gujarat,-,-,64,36,871,101083
1003,16-04-2020,5:00 PM,Haryana,-,-,43,3,205,101288
1004,16-04-2020,5:00 PM,Himachal Pradesh,-,-,16,1,35,101323
1005,16-04-2020,5:00 PM,Jammu and Kashmir,-,-,36,4,300,101623
1006,16-04-2020,5:00 PM,Jharkhand,-,-,0,2,28,101651
1007,16-04-2020,5:00 PM,Karnataka,-,-,82,13,315,101966
1008,16-04-2020,5:00 PM,Kerala,-,-,218,3,388,102354
1009,16-04-2020,5:00 PM,Ladakh,-,-,10,0,17,102371
1010,16-04-2020,5:00 PM,Madhya Pradesh,-,-,64,53,1120,103491
1011,16-04-2020,5:00 PM,Maharashtra,-,-,295,187,2919,106410
1012,16-04-2020,5:00 PM,Manipur,-,-,1,0,2,106412
1013,16-04-2020,5:00 PM,Meghalaya,-,-,0,1,7,106419
1014,16-04-2020,5:00 PM,Mizoram,-,-,0,0,1,106420
1015,16-04-2020,5:00 PM,Nagaland#,-,-,0,0,0,106420
1016,16-04-2020,5:00 PM,Odisha,-,-,18,1,60,106480
1017,16-04-2020,5:00 PM,Puducherry,-,-,1,0,7,106487
1018,16-04-2020,5:00 PM,Punjab,-,-,27,13,186,106673
1019,16-04-2020,5:00 PM,Rajasthan,-,-,147,3,1023,107696
1020,16-04-2020,5:00 PM,Tamil Nadu,-,-,118,14,1242,108938
1021,16-04-2020,5:00 PM,Telengana,-,-,120,18,698,109636
1022,16-04-2020,5:00 PM,Tripura,-,-,1,0,2,109638
1023,16-04-2020,5:00 PM,Uttarakhand,-,-,9,0,37,109675
1024,16-04-2020,5:00 PM,Uttar Pradesh,-,-,68,13,773,110448
1025,16-04-2020,5:00 PM,West Bengal,-,-,42,7,231,110679
1026,17-04-2020,5:00 PM,Andaman and Nicobar Islands,-,-,10,0,11,110690
1027,17-04-2020,5:00 PM,Andhra Pradesh,-,-,36,14,572,111262
1028,17-04-2020,5:00 PM,Arunachal Pradesh,-,-,0,0,1,111263
1029,17-04-2020,5:00 PM,Assam,-,-,5,1,35,111298
1030,17-04-2020,5:00 PM,Bihar,-,-,37,1,83,111381
1031,17-04-2020,5:00 PM,Chandigarh,-,-,9,0,21,111402
1032,17-04-2020,5:00 PM,Chhattisgarh,-,-,23,0,36,111438
1033,17-04-2020,5:00 PM,Delhi,-,-,51,38,1640,113078
1034,17-04-2020,5:00 PM,Goa,-,-,6,0,7,113085
1035,17-04-2020,5:00 PM,Gujarat,-,-,74,38,1021,114106
1036,17-04-2020,5:00 PM,Haryana,-,-,43,3,205,114311
1037,17-04-2020,5:00 PM,Himachal Pradesh,-,-,16,1,35,114346
1038,17-04-2020,5:00 PM,Jammu and Kashmir,-,-,38,4,314,114660
1039,17-04-2020,5:00 PM,Jharkhand,-,-,0,2,29,114689
1040,17-04-2020,5:00 PM,Karnataka,-,-,82,13,353,115042
1041,17-04-2020,5:00 PM,Kerala,-,-,245,3,395,115437
1042,17-04-2020,5:00 PM,Ladakh,-,-,14,0,18,115455
1043,17-04-2020,5:00 PM,Madhya Pradesh,-,-,65,57,1308,116763
1044,17-04-2020,5:00 PM,Maharashtra,-,-,300,194,3205,119968
1045,17-04-2020,5:00 PM,Manipur,-,-,1,0,2,119970
1046,17-04-2020,5:00 PM,Meghalaya,-,-,0,1,9,119979
1047,17-04-2020,5:00 PM,Mizoram,-,-,0,0,1,119980
1048,17-04-2020,5:00 PM,Nagaland#,-,-,0,0,0,119980
1049,17-04-2020,5:00 PM,Odisha,-,-,19,1,60,120040
1050,17-04-2020,5:00 PM,Puducherry,-,-,1,0,7,120047
1051,17-04-2020,5:00 PM,Punjab,-,-,27,13,186,120233
1052,17-04-2020,5:00 PM,Rajasthan,-,-,164,11,1131,121364
1053,17-04-2020,5:00 PM,Tamil Nadu,-,-,180,15,1267,122631
1054,17-04-2020,5:00 PM,Telengana,-,-,186,18,743,123374
1055,17-04-2020,5:00 PM,Tripura,-,-,1,0,2,123376
1056,17-04-2020,5:00 PM,Uttarakhand,-,-,9,0,37,123413
1057,17-04-2020,5:00 PM,Uttar Pradesh,-,-,74,14,846,124259
1058,17-04-2020,5:00 PM,West Bengal,-,-,51,10,255,124514
1059,18-04-2020,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,12,124526
1060,18-04-2020,5:00 PM,Andhra Pradesh,-,-,42,15,603,125129
1061,18-04-2020,5:00 PM,Arunachal Pradesh,-,-,0,0,1,125130
1062,18-04-2020,5:00 PM,Assam,-,-,9,1,35,125165
1063,18-04-2020,5:00 PM,Bihar,-,-,37,2,85,125250
1064,18-04-2020,5:00 PM,Chandigarh,-,-,9,0,21,125271
1065,18-04-2020,5:00 PM,Chhattisgarh,-,-,24,0,36,125307
1066,18-04-2020,5:00 PM,Delhi,-,-,72,42,1707,127014
1067,18-04-2020,5:00 PM,Goa,-,-,6,0,7,127021
1068,18-04-2020,5:00 PM,Gujarat,-,-,88,48,1272,128293
1069,18-04-2020,5:00 PM,Haryana,-,-,43,3,225,128518
1070,18-04-2020,5:00 PM,Himachal Pradesh,-,-,16,1,38,128556
1071,18-04-2020,5:00 PM,Jammu and Kashmir,-,-,42,5,328,128884
1072,18-04-2020,5:00 PM,Jharkhand,-,-,0,2,33,128917
1073,18-04-2020,5:00 PM,Karnataka,-,-,92,13,371,129288
1074,18-04-2020,5:00 PM,Kerala,-,-,255,3,396,129684
1075,18-04-2020,5:00 PM,Ladakh,-,-,14,0,18,129702
1076,18-04-2020,5:00 PM,Madhya Pradesh,-,-,69,69,1355,131057
1077,18-04-2020,5:00 PM,Maharashtra,-,-,331,201,3323,134380
1078,18-04-2020,5:00 PM,Manipur,-,-,1,0,2,134382
1079,18-04-2020,5:00 PM,Meghalaya,-,-,0,1,11,134393
1080,18-04-2020,5:00 PM,Mizoram,-,-,0,0,1,134394
1081,18-04-2020,5:00 PM,Nagaland#,-,-,0,0,0,134394
1082,18-04-2020,5:00 PM,Odisha,-,-,21,1,60,134454
1083,18-04-2020,5:00 PM,Puducherry,-,-,3,0,7,134461
1084,18-04-2020,5:00 PM,Punjab,-,-,27,13,202,134663
1085,18-04-2020,5:00 PM,Rajasthan,-,-,183,11,1229,135892
1086,18-04-2020,5:00 PM,Tamil Nadu,-,-,283,15,1323,137215
1087,18-04-2020,5:00 PM,Telengana,-,-,186,18,791,138006
1088,18-04-2020,5:00 PM,Tripura,-,-,1,0,2,138008
1089,18-04-2020,5:00 PM,Uttarakhand,-,-,9,0,42,138050
1090,18-04-2020,5:00 PM,Uttar Pradesh,-,-,86,14,969,139019
1091,18-04-2020,5:00 PM,West Bengal,-,-,55,10,287,139306
1092,19-04-2020,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,14,139320
1093,19-04-2020,5:00 PM,Andhra Pradesh,-,-,42,15,603,139923
1094,19-04-2020,5:00 PM,Arunachal Pradesh,-,-,0,0,1,139924
1095,19-04-2020,5:00 PM,Assam,-,-,12,1,35,139959
1096,19-04-2020,5:00 PM,Bihar,-,-,37,2,86,140045
1097,19-04-2020,5:00 PM,Chandigarh,-,-,10,0,23,140068
1098,19-04-2020,5:00 PM,Chhattisgarh,-,-,24,0,36,140104
1099,19-04-2020,5:00 PM,Delhi,-,-,72,43,1893,141997
1100,19-04-2020,5:00 PM,Goa,-,-,6,0,7,142004
1101,19-04-2020,5:00 PM,Gujarat,-,-,94,58,1604,143608
1102,19-04-2020,5:00 PM,Haryana,-,-,87,3,233,143841
1103,19-04-2020,5:00 PM,Himachal Pradesh,-,-,16,1,39,143880
1104,19-04-2020,5:00 PM,Jammu and Kashmir,-,-,51,5,341,144221
1105,19-04-2020,5:00 PM,Jharkhand,-,-,0,2,35,144256
1106,19-04-2020,5:00 PM,Karnataka,-,-,104,14,384,144640
1107,19-04-2020,5:00 PM,Kerala,-,-,257,3,400,145040
1108,19-04-2020,5:00 PM,Ladakh,-,-,14,0,18,145058
1109,19-04-2020,5:00 PM,Madhya Pradesh,-,-,127,70,1407,146465
1110,19-04-2020,5:00 PM,Maharashtra,-,-,365,211,3651,150116
1111,19-04-2020,5:00 PM,Manipur,-,-,1,0,2,150118
1112,19-04-2020,5:00 PM,Meghalaya,-,-,0,1,11,150129
1113,19-04-2020,5:00 PM,Mizoram,-,-,0,0,1,150130
1114,19-04-2020,5:00 PM,Nagaland#,-,-,0,0,0,150130
1115,19-04-2020,5:00 PM,Odisha,-,-,24,1,61,150191
1116,19-04-2020,5:00 PM,Puducherry,-,-,3,0,7,150198
1117,19-04-2020,5:00 PM,Punjab,-,-,31,16,219,150417
1118,19-04-2020,5:00 PM,Rajasthan,-,-,183,11,1351,151768
1119,19-04-2020,5:00 PM,Tamil Nadu,-,-,365,15,1372,153140
1120,19-04-2020,5:00 PM,Telengana,-,-,186,18,844,153984
1121,19-04-2020,5:00 PM,Tripura,-,-,1,0,2,153986
1122,19-04-2020,5:00 PM,Uttarakhand,-,-,9,0,42,154028
1123,19-04-2020,5:00 PM,Uttar Pradesh,-,-,108,17,1084,155112
1124,19-04-2020,5:00 PM,West Bengal,-,-,62,12,310,155422
1125,20-04-2020,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,15,155437
1126,20-04-2020,5:00 PM,Andhra Pradesh,-,-,92,20,722,156159
1127,20-04-2020,5:00 PM,Arunachal Pradesh,-,-,0,0,1,156160
1128,20-04-2020,5:00 PM,Assam,-,-,17,1,35,156195
1129,20-04-2020,5:00 PM,Bihar,-,-,42,2,96,156291
1130,20-04-2020,5:00 PM,Chandigarh,-,-,13,0,26,156317
1131,20-04-2020,5:00 PM,Chhattisgarh,-,-,25,0,36,156353
1132,20-04-2020,5:00 PM,Delhi,-,-,290,45,2003,158356
1133,20-04-2020,5:00 PM,Goa,-,-,7,0,7,158363
1134,20-04-2020,5:00 PM,Gujarat,-,-,106,67,1851,160214
1135,20-04-2020,5:00 PM,Haryana,-,-,87,3,233,160447
1136,20-04-2020,5:00 PM,Himachal Pradesh,-,-,16,1,39,160486
1137,20-04-2020,5:00 PM,Jammu and Kashmir,-,-,56,5,350,160836
1138,20-04-2020,5:00 PM,Jharkhand,-,-,0,2,42,160878
1139,20-04-2020,5:00 PM,Karnataka,-,-,111,16,395,161273
1140,20-04-2020,5:00 PM,Kerala,-,-,270,3,402,161675
1141,20-04-2020,5:00 PM,Ladakh,-,-,14,0,18,161693
1142,20-04-2020,5:00 PM,Madhya Pradesh,-,-,127,74,1485,163178
1143,20-04-2020,5:00 PM,Maharashtra,-,-,507,223,4203,167381
1144,20-04-2020,5:00 PM,Manipur,-,-,2,0,2,167383
1145,20-04-2020,5:00 PM,Meghalaya,-,-,0,1,11,167394
1146,20-04-2020,5:00 PM,Mizoram,-,-,0,0,1,167395
1147,20-04-2020,5:00 PM,Nagaland,-,-,0,0,0,167395
1148,20-04-2020,5:00 PM,Odisha,-,-,24,1,68,167463
1149,20-04-2020,5:00 PM,Puducherry,-,-,3,0,7,167470
1150,20-04-2020,5:00 PM,Punjab,-,-,31,16,219,167689
1151,20-04-2020,5:00 PM,Rajasthan,-,-,183,14,1478,169167
1152,20-04-2020,5:00 PM,Tamil Nadu,-,-,411,15,1477,170644
1153,20-04-2020,5:00 PM,Telengana,-,-,190,21,873,171517
1154,20-04-2020,5:00 PM,Tripura,-,-,1,0,2,171519
1155,20-04-2020,5:00 PM,Uttarakhand,-,-,11,0,44,171563
1156,20-04-2020,5:00 PM,Uttar Pradesh,-,-,129,17,1176,172739
1157,20-04-2020,5:00 PM,West Bengal,-,-,66,12,339,173078
1158,21-04-2020,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,16,173094
1159,21-04-2020,5:00 PM,Andhra Pradesh,-,-,96,22,757,173851
1160,21-04-2020,5:00 PM,Arunachal Pradesh,-,-,1,0,1,173852
1161,21-04-2020,5:00 PM,Assam,-,-,19,1,35,173887
